registration,manufacturerSerial,lineNumber,family,familyCode,model,status,deliveryDateText,sourceUrl
N854NW,620,,Airbus A330,a330,330-223,Active,24/09/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N855DN,31966,5814,Boeing 737 NG / Max,b737ng,737-932ER,Active,16/03/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N855NW,621,,Airbus A330,a330,330-223,Active,28/09/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N856DN,31967,5837,Boeing 737 NG / Max,b737ng,737-932ER,Active,30/03/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N856NW,631,,Airbus A330,a330,330-223,Active,28/09/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N857DZ,31968,5849,Boeing 737 NG / Max,b737ng,737-932ER,Active,07/04/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N857NW,633,,Airbus A330,a330,330-223,Active,05/10/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N858DZ,31969,5873,Boeing 737 NG / Max,b737ng,737-932ER,Active,22/04/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N858NW,718,,Airbus A330,a330,330-223,Active,17/10/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N859DN,31970,5894,Boeing 737 NG / Max,b737ng,737-932ER,Active,12/05/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N859NW,722,,Airbus A330,a330,330-223,Active,18/10/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N860DN,31971,5968,Boeing 737 NG / Max,b737ng,737-932ER,Active,29/06/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N860NW,778,,Airbus A330,a330,330-223,Active,06/10/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N861DN,31973,5976,Boeing 737 NG / Max,b737ng,737-932ER,Active,08/07/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N861NW,796,,Airbus A330,a330,330-223,Active,13/11/2009,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-a330.htm
N862DN,31972,6002,Boeing 737 NG / Max,b737ng,737-932ER,Active,27/07/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N863DN,31975,6021,Boeing 737 NG / Max,b737ng,737-932ER,Active,05/08/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N864DN,31974,6041,Boeing 737 NG / Max,b737ng,737-932ER,Active,19/08/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N865DN,31976,6058,Boeing 737 NG / Max,b737ng,737-932ER,Active,09/09/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N866DN,31977,6100,Boeing 737 NG / Max,b737ng,737-932ER,Active,06/10/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N867DN,31979,6139,Boeing 737 NG / Max,b737ng,737-932ER,Active,02/11/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N868DN,31978,6176,Boeing 737 NG / Max,b737ng,737-932ER,Active,29/11/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N869DN,31980,6219,Boeing 737 NG / Max,b737ng,737-932ER,Active,23/12/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N870DN,31981,6237,Boeing 737 NG / Max,b737ng,737-932ER,Active,20/01/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N871DN,31982,6246,Boeing 737 NG / Max,b737ng,737-932ER,Active,26/01/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N872DN,31983,6256,Boeing 737 NG / Max,b737ng,737-932ER,Active,08/02/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-105.htm
N873DN,31984,6294,Boeing 737 NG / Max,b737ng,737-932ER,Active,27/02/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N874DN,31985,6305,Boeing 737 NG / Max,b737ng,737-932ER,Active,08/03/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N875DN,31986,6312,Boeing 737 NG / Max,b737ng,737-932ER,Active,15/03/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N876DN,31987,6346,Boeing 737 NG / Max,b737ng,737-932ER,Active,07/04/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N877DN,31988,6375,Boeing 737 NG / Max,b737ng,737-932ER,Active,26/04/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N878DN,31989,6405,Boeing 737 NG / Max,b737ng,737-932ER,Active,18/05/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N879DN,31990,6422,Boeing 737 NG / Max,b737ng,737-932ER,Active,02/06/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N880DN,31991,6470,Boeing 737 NG / Max,b737ng,737-932ER,Active,13/07/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N881DN,31992,6474,Boeing 737 NG / Max,b737ng,737-932ER,Active,10/07/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N882DN,31994,6512,Boeing 737 NG / Max,b737ng,737-932ER,Active,07/08/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N883DN,31993,6530,Boeing 737 NG / Max,b737ng,737-932ER,Active,16/08/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N884DN,31995,6564,Boeing 737 NG / Max,b737ng,737-932ER,Active,01/09/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N885DN,31996,6629,Boeing 737 NG / Max,b737ng,737-932ER,Active,18/10/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N886DN,31998,6659,Boeing 737 NG / Max,b737ng,737-932ER,Active,08/11/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N887DN,31997,6670,Boeing 737 NG / Max,b737ng,737-932ER,Active,16/11/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N888DU,31999,6719,Boeing 737 NG / Max,b737ng,737-932ER,Active,13/12/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N889DN,62774,6728,Boeing 737 NG / Max,b737ng,737-932ER,Active,20/12/2017,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N890DN,62775,6791,Boeing 737 NG / Max,b737ng,737-932ER,Active,08/02/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N891AT,55043,5131,Boeing 717,b717,717-2BD,Active,22/12/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N891DN,32001,6818,Boeing 737 NG / Max,b737ng,737-932ER,Active,23/02/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N892AT,55044,5134,Boeing 717,b717,717-2BD,Active,27/01/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N892DN,32000,6838,Boeing 737 NG / Max,b737ng,737-932ER,Active,13/03/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N893AT,55045,5136,Boeing 717,b717,717-2BD,Active,08/03/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N893DN,32002,6874,Boeing 737 NG / Max,b737ng,737-932ER,Active,27/03/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N894AT,55046,5137,Boeing 717,b717,717-2BD,Active,10/02/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N894DN,62776,6879,Boeing 737 NG / Max,b737ng,737-932ER,Active,29/03/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N895AT,55047,5139,Boeing 717,b717,717-2BD,Active,07/02/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N895DN,32003,6891,Boeing 737 NG / Max,b737ng,737-932ER,Active,17/04/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N896AT,55048,5141,Boeing 717,b717,717-2BD,Active,21/02/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N896DN,62777,6924,Boeing 737 NG / Max,b737ng,737-932ER,Active,30/04/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N897DN,32004,6947,Boeing 737 NG / Max,b737ng,737-932ER,Active,17/05/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N898DN,62778,6961,Boeing 737 NG / Max,b737ng,737-932ER,Active,24/05/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N899AT,55049,5143,Boeing 717,b717,717-2BD,Active,02/10/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N899DN,32005,6996,Boeing 737 NG / Max,b737ng,737-932ER,Active,14/06/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N900DU,62779,7021,Boeing 737 NG / Max,b737ng,737-932ER,Active,01/07/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N900PC,28446,740,Boeing 757,b757,757-26D,Active,21/01/1997,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b757.htm
N901DN,32006,7056,Boeing 737 NG / Max,b737ng,737-932ER,Active,27/07/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N902DN,62780,7069,Boeing 737 NG / Max,b737ng,737-990ER,Active,02/08/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N903DN,32007,7126,Boeing 737 NG / Max,b737ng,737-990ER,Active,30/09/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N904DN,32008,7171,Boeing 737 NG / Max,b737ng,737-932ER,Active,27/09/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N905DN,32009,7229,Boeing 737 NG / Max,b737ng,737-932ER,Active,29/10/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N906AT,55087,5060,Boeing 717,b717,717-231,Active,14/08/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N906DN,64879,7239,Boeing 737 NG / Max,b737ng,737-932ER,Active,31/10/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N907DN,32010,7259,Boeing 737 NG / Max,b737ng,737-932ER,Active,09/11/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N908DN,64881,7266,Boeing 737 NG / Max,b737ng,737-932ER,Active,19/11/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N909DN,64880,7284,Boeing 737 NG / Max,b737ng,737-932ER,Active,26/11/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N910DU,32011,7299,Boeing 737 NG / Max,b737ng,737-932ER,Active,07/12/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N911DQ,64882,7309,Boeing 737 NG / Max,b737ng,737-932ER,Active,12/12/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N912DU,64883,7319,Boeing 737 NG / Max,b737ng,737-932ER,Active,14/12/2018,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N913DU,62781,7344,Boeing 737 NG / Max,b737ng,737-932ER,Active,15/01/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N914DU,62782,7354,Boeing 737 NG / Max,b737ng,737-932ER,Active,18/01/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N915AT,55085,5055,Boeing 717,b717,717-231,Active,22/07/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N915DU,62783,7374,Boeing 737 NG / Max,b737ng,737-932ER,Active,29/01/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N916DU,64884,7379,Boeing 737 NG / Max,b737ng,737-932ER,Active,30/01/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N917DU,63530,7397,Boeing 737 NG / Max,b737ng,737-932ER,Active,31/01/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N918DU,64885,7402,Boeing 737 NG / Max,b737ng,737-932ER,Active,31/01/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N919AT,55084,5052,Boeing 717,b717,717-231,Active,12/06/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N919DU,63531,7412,Boeing 737 NG / Max,b737ng,737-932ER,Active,21/02/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N920AT,55083,5049,Boeing 717,b717,717-231,Active,13/06/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N920DU,63533,7422,Boeing 737 NG / Max,b737ng,737-932ER,Active,01/03/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N921AT,55082,5046,Boeing 717,b717,717-231,Active,24/04/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N921DU,63532,7442,Boeing 737 NG / Max,b737ng,737-932ER,Active,03/04/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N922AT,55050,5144,Boeing 717,b717,717-2BD,Active,20/11/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N922DZ,64886,7452,Boeing 737 NG / Max,b737ng,737-932ER,Active,29/03/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N923AT,55051,5148,Boeing 717,b717,717-2BD,Active,01/02/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N923DZ,64887,7492,Boeing 737 NG / Max,b737ng,737-932ER,Active,02/04/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N924AT,55080,5043,Boeing 717,b717,717-231,Active,22/05/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N924DZ,63536,7507,Boeing 737 NG / Max,b737ng,737-932ER,Active,29/04/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N925AT,55078,5039,Boeing 717,b717,717-231,Active,30/04/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N925DZ,63535,7517,Boeing 737 NG / Max,b737ng,737-932ER,Active,30/04/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N926AT,55079,5042,Boeing 717,b717,717-231,Active,09/04/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N926DZ,63534,7537,Boeing 737 NG / Max,b737ng,737-932ER,Active,07/05/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N927AT,55077,5038,Boeing 717,b717,717-231,Active,06/04/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N927DZ,64888,7552,Boeing 737 NG / Max,b737ng,737-932ER,Active,01/06/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N928AT,55076,5035,Boeing 717,b717,717-231,Active,20/03/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N928DU,63537,7562,Boeing 737 NG / Max,b737ng,737-932ER,Active,25/05/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N929AT,55075,5032,Boeing 717,b717,717-231,Active,10/01/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N929DZ,63538,7572,Boeing 737 NG / Max,b737ng,737-932ER,Active,31/05/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N930AT,55072,5025,Boeing 717,b717,717-231,Active,11/05/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N930DZ,63539,7592,Boeing 737 NG / Max,b737ng,737-932ER,Active,27/06/2019,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-210.htm
N931DQ,38302,3753,Boeing 737 NG / Max,b737ng,737-9GPER,Active,14/12/2022,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N932DZ,37286,3813,Boeing 737 NG / Max,b737ng,737-9GPER,Active,19/05/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N933AT,55071,5024,Boeing 717,b717,717-231,Active,26/11/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N933DZ,37288,3849,Boeing 737 NG / Max,b737ng,737-9GPER,Active,16/02/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N934DZ,37289,3888,Boeing 737 NG / Max,b737ng,737-9GPER,Active,16/02/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-140.htm
N935AT,55069,5019,Boeing 717,b717,717-231,Active,10/10/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N935DZ,37290,3918,Boeing 737 NG / Max,b737ng,737-9GPER,Active,15/06/2022,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N936AT,55058,5017,Boeing 717,b717,717-231,Active,16/11/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N936DZ,38313,3936,Boeing 737 NG / Max,b737ng,737-9GPER,Active,14/04/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N937AT,55091,5075,Boeing 717,b717,717-231,Active,22/11/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N937DZ,38315,3954,Boeing 737 NG / Max,b737ng,737-9GPER,Active,19/04/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N938AT,55098,5155,Boeing 717,b717,717-2BD,Active,26/12/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N938DZ,37291,3966,Boeing 737 NG / Max,b737ng,737-9GPER,Active,03/05/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N939AT,55099,5156,Boeing 717,b717,717-2BD,Active,14/05/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N939DZ,38720,4056,Boeing 737 NG / Max,b737ng,737-9GPER,Active,02/06/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N940AT,55004,5005,Boeing 717,b717,717-2BD,Active,04/10/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N940DU,38723,4140,Boeing 737 NG / Max,b737ng,737-9GPER,Active,01/01/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N941DZ,38683,4236,Boeing 737 NG / Max,b737ng,737-9GPER,Active,24/01/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N942AT,55005,5006,Boeing 717,b717,717-2BD,Active,26/05/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N942DZ,38684,4266,Boeing 737 NG / Max,b737ng,737-9GPER,Active,18/10/2022,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N943AT,55006,5007,Boeing 717,b717,717-2BD,Parked,05/09/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N943DZ,38687,4368,Boeing 737 NG / Max,b737ng,737-9GPER,Active,16/02/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N944AT,55007,5008,Boeing 717,b717,717-2BD,Active,14/09/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N944DZ,38729,4380,Boeing 737 NG / Max,b737ng,737-9GPER,Active,20/01/2022,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N945AT,55008,5009,Boeing 717,b717,717-2BD,Active,06/02/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N945DZ,38688,4414,Boeing 737 NG / Max,b737ng,737-9GPER,Active,26/10/2022,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N946AT,55009,5010,Boeing 717,b717,717-2BD,Active,19/12/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N946DZ,38730,4430,Boeing 737 NG / Max,b737ng,737-9GPER,Active,01/03/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N947AT,55010,5011,Boeing 717,b717,717-2BD,Active,23/10/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N947DZ,38689,4441,Boeing 737 NG / Max,b737ng,737-9GPER,Active,01/09/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N948AT,55011,5012,Boeing 717,b717,717-2BD,Parked,07/08/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N948DZ,38731,4463,Boeing 737 NG / Max,b737ng,737-9GPER,Active,23/02/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N949AT,55003,5004,Boeing 717,b717,717-2BD,Active,17/07/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N949DZ,38732,4484,Boeing 737 NG / Max,b737ng,737-9GPER,Active,11/11/2021,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N950AT,55012,5018,Boeing 717,b717,717-2BD,Active,12/10/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N950DZ,38690,4495,Boeing 737 NG / Max,b737ng,737-9GPER,Active,21/10/2022,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N951AT,55013,5021,Boeing 717,b717,717-2BD,Active,24/07/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N951DX,38736,4592,Boeing 737 NG / Max,b737ng,737-9GPER,Active,19/11/2022,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N952AT,55014,5027,Boeing 717,b717,717-2BD,Active,26/09/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N952DZ,38737,4600,Boeing 737 NG / Max,b737ng,737-9GPER,Active,16/05/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N953AT,55015,5033,Boeing 717,b717,717-2BD,Active,05/01/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N953DZ,38739,4657,Boeing 737 NG / Max,b737ng,737-9GPER,Active,14/10/2021,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N954AT,55016,5036,Boeing 717,b717,717-2BD,Active,13/03/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N954DZ,38741,4679,Boeing 737 NG / Max,b737ng,737-9PGER,Active,16/11/2022,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N955AT,55017,5040,Boeing 717,b717,717-2BD,Active,20/03/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N955DZ,38743,4711,Boeing 737 NG / Max,b737ng,737-9GPER,Active,12/07/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N956DZ,38742,4726,Boeing 737 NG / Max,b737ng,737-9GPER,Active,04/04/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N957AT,55019,5047,Boeing 717,b717,717-2BD,Active,19/06/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N957DZ,38748,4822,Boeing 737 NG / Max,b737ng,737-9GPER,Active,06/03/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N958DZ,39823,5070,Boeing 737 NG / Max,b737ng,737-9GPER,Active,04/10/2022,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N959AT,55021,5057,Boeing 717,b717,717-2BD,Active,31/07/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N959DZ,39880,5081,Boeing 737 NG / Max,b737ng,737-9PGER,Active,10/03/2022,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N960AT,55022,5058,Boeing 717,b717,717-2BD,Active,10/07/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N960DZ,39824,5088,Boeing 737 NG / Max,b737ng,737-9GPER,Active,15/02/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N961AT,55023,5062,Boeing 717,b717,717-2BD,Active,03/06/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N961DZ,39878,5096,Boeing 737 NG / Max,b737ng,737-9GPER,Active,31/01/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N962DZ,38304,5162,Boeing 737 NG / Max,b737ng,737-9GPER,Active,24/04/2023,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N963AT,55024,5066,Boeing 717,b717,717-2BD,Active,22/02/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N963DZ,38301,5176,Boeing 737 NG / Max,b737ng,737-9GPER,Active,09/12/2022,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b737ng-175.htm
N964AT,55025,5071,Boeing 717,b717,717-2BD,Active,01/05/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N965AT,55026,5076,Boeing 717,b717,717-2BD,Active,31/05/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N966AT,55027,5081,Boeing 717,b717,717-2BD,Active,28/05/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N967AT,55028,5082,Boeing 717,b717,717-2BD,Active,14/10/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N970AT,55031,5096,Boeing 717,b717,717-2BD,Active,11/09/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
